;createTime;specificEnergy (kWh/kWp);plantid;dayEnergy (kWh);irradiation (Wh/msq)
5;2020-09-06;4,37;100128;15640,06;501,144168507925
6;2020-09-07;3,88;100128;13880,84;442,898165446983
7;2020-09-08;3,81;100128;13642,5;451,938349003673
8;2020-09-09;2,22;100128;7960,48;259,499946750193
9;2020-09-10;4,05;100128;14510,81;470,23726218873
10;2020-09-11;2;100128;7174,4;232,574385079997
11;2020-09-12;1,6;100128;5738,45;180,768463359388
12;2020-09-13;0,87;100128;3110,5;105,400592833323
13;2020-09-14;4,62;100128;16534,84;502,211498643322
14;2020-09-15;4,23;100128;15130,79;455,56113056433
15;2020-09-16;2,97;100128;10632,84;330,703875769282
16;2020-09-17;4,95;100128;17698,61;537,85049821714
17;2020-09-18;4,96;100128;17755,04;538,104403387253
18;2020-09-19;2,41;100128;8623,31;268,800764858782
19;2020-09-20;1,47;100128;5277,39;167,965171163306
20;2020-09-21;3,08;100128;11004,99;350,458624690118
21;2020-09-22;4,28;100128;15326,41;474,626457169562
22;2020-09-23;3,12;100128;11149,11;344,57791328547
23;2020-09-24;3,45;100128;12340,35;391,380266542778
24;2020-09-25;0,84;100128;3008,32;102,484233892088
25;2020-09-26;0,8;100128;2857,19;96,9579707399488
26;2020-09-27;2,31;100128;8251,46;263,070667541998
27;2020-09-28;0,77;100128;2767,88;93,1142325211481
28;2020-09-29;1,39;100128;4982,87;160,860117153466
29;2020-09-30;1,06;100128;3795,53;125,010257911564
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-10-01;1,74;100128;6224,25;199,530945701386
1;2020-10-02;0,68;100128;2416,78;83,0807560160877
2;2020-10-03;0,8;100128;2867,51;97,2138634352074
3;2020-10-04;1,38;100128;4942,22;159,015818953514
4;2020-10-05;2,49;100128;8897,74;276,892466142558
5;2020-10-06;1,19;100128;4270,5;140,472082167754
6;2020-10-07;1,88;100128;6710,23;215,406144163606
7;2020-10-08;0,67;100128;2404,57;83,069219897526
8;2020-10-09;1,72;100128;6160,09;199,416011434487
9;2020-10-10;3,07;100128;11000,05;336,000174193632
10;2020-10-11;3,01;100128;10755,97;335,316145149494
11;2020-10-12;1,54;100128;5494,73;177,057475861013
12;2020-10-13;2,61;100128;9354,23;297,618502203839
13;2020-10-14;1,48;100128;5313,92;173,38757237553
14;2020-10-15;1,77;100128;6335,19;209,768015300873
15;2020-10-16;2,72;100128;9747,44;326,34422382296
16;2020-10-17;2,9;100128;10396,32;337,881344516128
17;2020-10-18;2,55;100128;9143,17;305,49190415354
18;2020-10-19;2,59;100128;9258,96;324,51098755135
19;2020-10-20;0,58;100128;2084,7;72,7735539182833
20;2020-10-21;0,3;100128;1074,76;41,3794108016596
21;2020-10-22;0,87;100128;3123,41;109,690091172958
22;2020-10-23;1,24;100128;4434,02;153,274010489298
23;2020-10-24;1,4;100128;5011,14;173,502371980922
24;2020-10-25;0,31;100128;1124,86;42,1202769163713
25;2020-10-26;0,58;100128;2068,31;71,6561178207572
26;2020-10-27;0,72;100128;2563,33;94,4045567723538
27;2020-10-28;1,69;100128;6032,8;219,295008965966
28;2020-10-29;1,48;100128;5291,33;204,425038833637
29;2020-10-30;0,36;100128;1280,28;47,2944359696089
30;2020-10-31;1;100128;3586,42;125,13376332857
